beam_id,epd_id_raw,ID,Display Name,Listed,Do Not List,Industry Avg,BEAM Avg,EPD Expiry,Footnote,Material,Manufacturer,Product Brand Name,Specifications,Notes,Countries of Manufacture,Markets of Applicability,Data added or modified,Stated EPD kgCO2e / unit,GWP units kgCO2e per,GWP kgCO2e/(common unit),Common Unit: kgCO2e / _,Metric Units,Imperial Units,GWP-bio from EPD,Biogenic carbon factor,% Carbon content (kgC/kg),Biogenic Storage,(common-unit repeat),WWF Storage Factor,Carbon content kgC/unit,(units kgC repeat),Biogenic CO2 full C value,Storage % Reduction,Density,Density Units,Addn'l factors,Addn'l factor units,R-value / inch,"k, Thermal Conductivity",Moisture content %,Mass (kg),Length (m),Width (m),Depth (m),Unit Volume (m3),Units/m2,Material Type,Material Subtype,Product Type,Product Subtype,(classification code — excluded §9),EPD ID,EPD Type,EPD Owner,EPD/LCA Prepared by,EPD Program / Operator,Internal/External Validation,EPD Verifying Agent,EPD Standards,EPD PCR Guidelines,LCA Method,EPD LCA Software,EPD LCI Database,Product Service Life (Years),Source document URL
STR029,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR030,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR031,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR032,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR033,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR034,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR035,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR036,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR037,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR038,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR039,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR040,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR041,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
STR042,4789556099.102.1,,,,,,,,,,US mills averaging in excess,,,,,"CAN, USA",,1220,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789556099.102.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
19e71c,4789559274.101.1,,,,,,,,,,the facilities TM TM located,,,,,"CAN, USA",,29.4,OR DECLARED UNIT,,,,,,,,,,,,,,,28,kg/m3,,,,,,,,,,,,XPS Foam,,,,,4789559274.101.1,Product-specific,,WAP Sustainability Consulting,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040/44","Building Envelope Thermal Insulation EPD Requirements (UL V2.0, 2018)",& VERSION NUMBER TRACI 2.1 and CML 2001-2016,& VERSION NUMBER GaBi v9.5.2.49,,75,
175f1a,4789559274.102.1,,,,,,,,,,the facilities TM TM located,,,,,"CAN, USA",,18.1,OR DECLARED UNIT,,,,,,,,,,,,,,,28,kg/m3,,,,,,,,,,,,XPS Foam,,,,,4789559274.102.1,Product-specific,,WAP Sustainability Consulting,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040/44","Building Envelope Thermal Insulation EPD Requirements (UL V2.0, 2018)",& VERSION NUMBER TRACI 2.1 and CML 2001-2016,& VERSION NUMBER GaBi v9.5.2.49,,75,
c630d2,4789559274.103.1,,,,,,,,,,the Pennsauken,,,,,"CAN, USA",,2.39,OR DECLARED UNIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyisocyanurate,,,,,4789559274.103.1,Product-specific,,WAP Sustainability Consulting,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040/44","Building Envelope Thermal Insulation EPD Requirements (UL V2.0, 2018)",& VERSION NUMBER TRACI 2.1 and CML 2001-2016,& VERSION NUMBER GaBi v9.5.2.49,,75,
4k2v0s,4789710952.101.1,,,,,,,,,,Canadian Wood Council,,,,,"CAN, USA",,5.220000000000001,of the underlying LCA study was “the production of one cubic meter (1 m ) of laminated strand,,,,,,,,,,,,,,,500,kg/m3,,,,,,,,,,,,Framing,,,,,4789710952.101.1,Industry Average,,PRé Consultants,UL Environment,,,"ISO 14025:2006, ISO 21930:2017, EN 15804, ISO 14040/44","Structural and Architectural Wood Products EPD Requirements, v1.0",& VERSION NUMBER TRACI v2.1 [4],& VERSION NUMBER Simapro v9.1 [13],https://www.worldsteel.org/steel-by-topic/life-cycle-thinking/lca-lciform.html,,
www115,4789733794.104.1,,,,,,,,,,the Cranberry facility was used,,,,,"CAN, USA",,375.8,OR DECLARED UNIT,,,,,,,,,,,,,,,2800,kg/m3,,,,,,,,,,,,Aluminum,,,,,4789733794.104.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804",Requirements on the EPD for,"& VERSION NUMBER IPCC AR5 (GWP), CML-IA v4.8, TRACI 2.1 (Bare, 2012)","& VERSION NUMBER GaBi v10 (Sphera, 2020)",are widely distributed and used with the GaBi Professional Software. The datasets,,
www116,4789733794.106.1,,,,,,,,,,the Cranberry facility was used,,,,,"CAN, USA",,443.8,OR DECLARED UNIT,,,,,,,,,,,,,,,2800,kg/m3,,,,,,,,,,,,Aluminum,,,,,4789733794.106.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804",Requirements on the EPD for,"& VERSION NUMBER IPCC AR5 (GWP), CML-IA v4.8, TRACI 2.1 (Bare, 2012)","& VERSION NUMBER GaBi v10 (Sphera, 2020)",are widely distributed and used with the GaBi Professional Software. The datasets,,
MPS001,4789771662.103.1,,,,,,,,,,Primary Data 2019,,,,,USA – business-to-business focus,,1185.6,Roll Formed Metal Wall and Roof Panels – 100 m,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789771662.103.1,Industry Average,,,UL Environment,External,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","Insulated Metal Panels, Metal Composite Panels, and",& Version Number US EPA TRACI v2.1+ IPCC 2013 (AR5),"& Version Number Sima Pro v9.1.1.1, 2021",ecoinvent 3.6,,
rnd601,4789773836.101.1,,,,,,,,,,HBS during the year. The,,,,,"CAN, USA",,1.92,OR DECLARED UNIT 2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4789773836.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040",Building Envelope Thermal Insulation EPD,& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v9.2,,75,
1cgews,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
3fxswa,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
3vwqxf,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
a03cls,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
bomxc2,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
fdk49v,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
g42xas,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
l2jfis,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
sdf38s,4789793365.101.1,,,,,,,,,,Nucor Steel Auburn,,,,,"CAN, USA",,803,OR DECLARED UNIT,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789793365.101.1,Product-specific,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
CAR001,4789796942.139.1,,,,,,,,,,the United States. Primary data,,,,,"CAN, USA",,30.6,1 m2,,,,,,,,,,,,,,,,,,,,,,,,,0.01397,,,Hardwood,,,,,4789796942.139.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN15804, ISO 14040","Flooring EPD Requirements, v2.0 (September 28, 2018)",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi 9.2,,10,
CAR002,4789796942.140.1.1,,,,,,,,,,the United States. Primary data,,,,,"CAN, USA",,7.22,1 m2,,,,,,,,,,,,,,,,,,,,,,,,,0.00914,,,Hardwood,,,,,4789796942.140.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN15804, ISO 14040","Flooring EPD Requirements, v2.0 (September 28, 2018)",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi 9.2,,10,
CAR003,4789796942.141.1,,,,,,,,,,the United States. Primary data,,,,,"CAN, USA",,18.2,1 m2,,,,,,,,,,,,,,,,,,,,,,,,,0.00569,,,Hardwood,,,,,4789796942.141.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN15804, ISO 14040","Flooring EPD Requirements, v2.0 (September 28, 2018)",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi 9.2,,5,
CAR004,4789796942.141.1,,,,,,,,,,the United States. Primary data,,,,,"CAN, USA",,18.2,1 m2,,,,,,,,,,,,,,,,,,,,,,,,,0.00569,,,Hardwood,,,,,4789796942.141.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN15804, ISO 14040","Flooring EPD Requirements, v2.0 (September 28, 2018)",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi 9.2,,5,
RRR110,4789862118.111.1,,,,,,,,,,mixing appropriate proportions of polymer,,,,,"CAN, USA",,4.38,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4789862118.111.1,Industry Average,,Sphera,CSA Group,,,"ISO 14025, ISO21930:2017, ISO 14040","Asphalt Shingles, Built-up Asphalt Membrane Roofing and","& VERSION NUMBER IPCC AR5 , CML-IA v4.8, and TRACI 2.1","& VERSION NUMBER LCA for Experts v10.7 (formerly GaBi Professional) (Sphera, 2023)",GaBi Professional,,
1a16ad,4789868895.101.1,,,,,,,,,,TM the facilities located in,,,,,"CAN, USA",,3.51,OR DECLARED UNIT,,,,,,,,,,,,,,,28,kg/m3,,,,,,,,,,,,XPS Foam,,,,,4789868895.101.1,Product-specific,,WAP Sustainability Consulting,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040/44","Building Envelope Thermal Insulation EPD Requirements (UL V2.0, 2018)",& VERSION NUMBER TRACI 2.1 and CML 2001-2016,& VERSION NUMBER GaBi v9.5.2.49,,75,
9ee6d0,4789883337.101.1,,,,,,,,,,Tile Council of North America,,,,,"CAN, USA",,2.18,Part A: Life Cycle Assessment Calculation Rules and Report Requirements (UL,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland Cement,,,,,4789883337.101.1,Industry Average,,,UL Environment,,,"ISO 14025, ISO 21930, ISO 14040","Cement-based Grout, Adhesive Mortar and Self-Leveling Underlayment EPD","& VERSION NUMBER TRACI 2.1, IPCC AR5",& VERSION NUMBER GaBi 10.6.1.35,,,
INS009,4789973160.110.1,,,,,,,,,,Johns Manville in the United,,,,,"CAN, USA",,0.551,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4789973160.110.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements, UL 10010-1",& VERSION NUMBER TRACI 2.1 and CML v4.2,& VERSION NUMBER GaBi 10.5,,75,
SSS004,4789985166.101.1,,,,,,,,,,all SJI member companies who,,,,,"CAN, USA",,1430,1 metric ton,,,,,,,,,,,,,,,7800,kg/m3,,,,,,,,,,,,Steel,,,,,4789985166.101.1,Industry Average,,Sphera,IBU,,,"ISO 14025, ISO 21930:2017, ISO 14040",Designated Steel Construction Product EPD,& VERSION NUMBER IPCC AR5 + TRACI 2.1,& VERSION NUMBER GaBi v10,,,
LVT012,4789992969.101.1,,,,,,,,,,"Co., Ltd",,,,,Applies to all markets covered in Part A,,,OR DECLARED UNIT,,,,,,,,,,,,,,,1700,kg/m3,,,,,,,,,,,,Luxury vinyl tile,,,,,4789992969.101.1,Product-specific,"Jiangsu Fuhua New Materials Co.,Ltd.",,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","Flooring EPD Requirements, UL 10010-7, Version 2.0",& VERSION NUMBER CML-IA v4.2 and TRACI v2.1,& VERSION NUMBER SimaPro 9,to the greatest extent possible. In the event data was missing from,10,
SSS001,4789995390.101.1,,,,,,,,,,,,,,,"CAN, USA",,2480,OR DECLARED UNIT,,,,,,,,,,,,,,,900,kg/m3,,,,,,,,,,,,Gypsum,,,,,4789995390.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","Steel Construction Product EPD Requirements, v2.0",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
SSS003,4789995390.101.1,,,,,,,,,,,,,,,"CAN, USA",,2480,OR DECLARED UNIT,,,,,,,,,,,,,,,900,kg/m3,,,,,,,,,,,,Gypsum,,,,,4789995390.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","Steel Construction Product EPD Requirements, v2.0",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi v10,,,
RRR116,4790050198.101.1,,,,,,,,,,,,,,,"CAN, USA",,343,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.101.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,35,
RRR117,4790050198.102.1,,,,,,,,,,,,,,,"CAN, USA",,299,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.102.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,30,
RRR118,4790050198.103.1,,,,,,,,,,,,,,,"CAN, USA",,453,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.103.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,35,
RRR115,4790050198.104.1,,,,,,,,,,,,,,,"CAN, USA",,280,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.104.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,25,
RRR112,4790050198.105.1,,,,,,,,,,,,,,,"CAN, USA",,282,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.105.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,25,
RRR113,4790050198.105.1,,,,,,,,,,,,,,,"CAN, USA",,282,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.105.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,25,
RRR114,4790050198.106.1,,,,,,,,,,,,,,,"CAN, USA",,225,OR DECLARED UNIT,,,,,,,,,,,,,,,23,kg/m3,,,,,,,,,,,,Fiberglass,,,,,4790050198.106.1,Product-specific,,Sustainable Solutions Corporation,UL Environment,,,"ISO 14025, ISO 21930:2017, EN 15804, ISO 14040","REFERENCE PCR AND VERSION NUMBER Asphalt Shingles, Built-up Asphalt membrance Roofing and Modified Bituminous Membrane",& VERSION NUMBER TRACI 2.1; CML 4.2,& VERSION NUMBER GaBi v8.7.1.30,ecoinvent,25,
LVT007,4790050503.103.1,,,,,,,,,,several stages beginning with the,,,,,"CAN, USA",,9.59,1 m2,,,,,,,,,,,,,,,1700,kg/m3,,,,,,,,,,,,Luxury vinyl tile,,,,,4790050503.103.1,Generic,,Sphera,UL Environment,,,"ISO 14025, ISO 21930:2017, EN15804, ISO 14040","Flooring EPD Requirements, v2.0 (September 28, 2018)",& VERSION NUMBER TRACI 2.1,& VERSION NUMBER GaBi 10,,15,
INS041,4790550934-101.1,,,,,,,,,,the United States. Primary data,,,,,United States and Canada,,1.12,1 m2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4790550934.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements (UL Environment,","& VERSION NUMBER TRACI 2.1 (2012), IPCC AR6 (2021)",& VERSION NUMBER GaBi 10,provides the life cycle inventory data for several of the raw and process,75,
INS042,4790550934-101.1,,,,,,,,,,the United States. Primary data,,,,,United States and Canada,,1.12,1 m2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4790550934.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements (UL Environment,","& VERSION NUMBER TRACI 2.1 (2012), IPCC AR6 (2021)",& VERSION NUMBER GaBi 10,provides the life cycle inventory data for several of the raw and process,75,
INS044,4790550934-101.1,,,,,,,,,,the United States. Primary data,,,,,United States and Canada,,1.12,1 m2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4790550934.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements (UL Environment,","& VERSION NUMBER TRACI 2.1 (2012), IPCC AR6 (2021)",& VERSION NUMBER GaBi 10,provides the life cycle inventory data for several of the raw and process,75,
INS046,4790550934-101.1,,,,,,,,,,the United States. Primary data,,,,,United States and Canada,,1.12,1 m2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4790550934.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements (UL Environment,","& VERSION NUMBER TRACI 2.1 (2012), IPCC AR6 (2021)",& VERSION NUMBER GaBi 10,provides the life cycle inventory data for several of the raw and process,75,
INS047,4790550934-101.1,,,,,,,,,,the United States. Primary data,,,,,United States and Canada,,1.12,1 m2,,,,,,,,,,,,,,,30,kg/m3,,,,,,,,,,,,Spray polyurethane foam,,,,,4790550934.101.1,Product-specific,,Sphera,UL Environment,,,"ISO 14025, ISO21930:2017, EN 15804, ISO 14040","Building Envelope Thermal Insulation EPD Requirements (UL Environment,","& VERSION NUMBER TRACI 2.1 (2012), IPCC AR6 (2021)",& VERSION NUMBER GaBi 10,provides the life cycle inventory data for several of the raw and process,75,
